prot,lig,score
sarsA_apo,Test_959.pdb_idx_0032_combo_20250812_091716,0.95535713
sarsA_apo,Test_916.pdb_idx_0045_combo_20250812_091601,0.80642635
sarsA_apo,Test_825.pdb_idx_0099_combo_20250812_091650,0.9279975
mersA_apo,Test_844.pdb_idx_0115_combo_20250812_091741,0.58842164
sarsA_apo,Test_927.pdb_idx_0085_combo_20250812_091725,0.8854167
sarsA_apo,Test_884.pdb_idx_0043_combo_20250812_091600,0.9071537
sarsA_apo,Test_858.pdb_idx_0136_combo_20250812_091634,0.97415066
mersA_apo,Test_771.pdb_idx_0092_combo_20250812_091727,0.59689
sarsA_apo,Test_925.pdb_idx_0051_combo_20250812_091615,0.87733334
mersA_apo,Test_962.pdb_idx_0144_combo_20250812_091752,0.8393963
sarsA_apo,Test_876.pdb_idx_0053_combo_20250812_091721,1.0
sarsA_apo,Test_928.pdb_idx_0011_combo_20250812_091712,0.9074074
sarsA_apo,Test_906.pdb_idx_0153_combo_20250812_091650,0.54575664
