prot,lig,score
mersA_apo,Test_921.pdb_idx_0004_combo_20250812_095105,0.9137931
sarsA_apo,Test_946.pdb_idx_0107_combo_20250812_095052,0.8818922
mersA_apo,Test_904.pdb_idx_0061_combo_20250812_095057,0.8789855
mersA_apo,Test_924.pdb_idx_0120_combo_20250812_095100,0.75023043
sarsA_apo,Test_815.pdb_idx_0186_combo_20250812_095054,0.84981346
sarsA_apo,Test_862.pdb_idx_0034_combo_20250812_095058,1.0
mersA_apo,Test_845.pdb_idx_0174_combo_20250812_095103,0.38082707
sarsA_apo,Test_791.pdb_idx_0035_combo_20250812_095048,0.6808989
sarsA_apo,Test_823.pdb_idx_0139_combo_20250812_095112,0.8
mersA_apo,Test_877.pdb_idx_0059_combo_20250812_095058,0.16956665
sarsA_apo,Test_913.pdb_idx_0160_combo_20250812_095112,0.9722222
sarsA_apo,Test_840.pdb_idx_0138_combo_20250812_095054,0.907289
mersA_apo,Test_774.pdb_idx_0027_combo_20250812_095057,0.47336704
sarsA_apo,Test_936.pdb_idx_0137_combo_20250812_095110,0.8796296
mersA_apo,Test_910.pdb_idx_0112_combo_20250812_095101,0.17795658
sarsA_apo,Test_903.pdb_idx_0117_combo_20250812_095052,0.9106183
sarsA_apo,Test_909.pdb_idx_0003_combo_20250812_095047,0.79494005
sarsA_apo,Test_851.pdb_idx_0193_combo_20250812_095054,0.8129395
sarsA_apo,Test_816.pdb_idx_0066_combo_20250812_095049,0.79253733
sarsA_apo,Test_954.pdb_idx_0056_combo_20250812_095051,0.89862204
sarsA_apo,Test_846.pdb_idx_0161_combo_20250812_095053,0.9172662
mersA_apo,Test_799.pdb_idx_0149_combo_20250812_095111,0.8580572
sarsA_apo,Test_961.pdb_idx_0008_combo_20250812_095048,0.82838744
sarsA_apo,Test_824.pdb_idx_0105_combo_20250812_095108,0.9259259
mersA_apo,Test_794.pdb_idx_0017_combo_20250812_095100,0.35990247
mersA_apo,Test_949.pdb_idx_0097_combo_20250812_095059,0.48370087
sarsA_apo,Test_776.pdb_idx_0055_combo_20250812_095050,0.86755586
sarsA_apo,Test_819.pdb_idx_0111_combo_20250812_095053,0.7780733
sarsA_apo,Test_951.pdb_idx_0062_combo_20250812_095051,0.9287026
mersA_apo,Test_800.pdb_idx_0081_combo_20250812_095108,0.81299883
sarsA_apo,Test_834.pdb_idx_0162_combo_20250812_095054,0.8921189
sarsA_apo,Test_842.pdb_idx_0113_combo_20250812_095052,0.695448
mersA_apo,Test_914.pdb_idx_0012_combo_20250812_095058,0.48583093
mersA_apo,Test_902.pdb_idx_0006_combo_20250812_095105,0.56302303
mersA_apo,Test_929.pdb_idx_0002_combo_20250812_095105,0.8863049
mersA_apo,Test_828.pdb_idx_0133_combo_20250812_095112,0.6505942
sarsA_apo,Test_964.pdb_idx_0000_combo_20250812_095047,0.95848054
mersA_apo,Test_866.pdb_idx_0192_combo_20250812_095103,0.71781355
mersA_apo,Test_922.pdb_idx_0021_combo_20250812_095057,0.44777474
mersA_apo,Test_852.pdb_idx_0096_combo_20250812_095108,0.864375
mersA_apo,Test_830.pdb_idx_0048_combo_20250812_095107,0.76959246
sarsA_apo,Test_777.pdb_idx_0173_combo_20250812_095054,0.86868066
mersA_apo,Test_809.pdb_idx_0054_combo_20250812_095105,0.8370028
mersA_apo,Test_893.pdb_idx_0180_combo_20250812_095103,0.63200206
mersA_apo,Test_955.pdb_idx_0057_combo_20250812_095057,0.5991903
mersA_apo,Test_889.pdb_idx_0175_combo_20250812_095103,0.60025126
sarsA_apo,Test_908.pdb_idx_0071_combo_20250812_095051,0.13848661
sarsA_apo,Test_864.pdb_idx_0102_combo_20250812_095108,0.8269231
sarsA_apo,Test_790.pdb_idx_0127_combo_20250812_095111,0.84
mersA_apo,Test_917.pdb_idx_0135_combo_20250812_095110,0.8871073
sarsA_apo,Test_938.pdb_idx_0125_combo_20250812_095100,0.9396552
sarsA_apo,Test_943.pdb_idx_0030_combo_20250812_095048,0.86082476
sarsA_apo,Test_959.pdb_idx_0032_combo_20250812_095057,1.0
sarsA_apo,Test_916.pdb_idx_0045_combo_20250812_095049,0.8127943
sarsA_apo,Test_825.pdb_idx_0099_combo_20250812_095055,0.89981616
mersA_apo,Test_844.pdb_idx_0115_combo_20250812_095059,0.62851036
sarsA_apo,Test_927.pdb_idx_0085_combo_20250812_095058,0.9375
sarsA_apo,Test_884.pdb_idx_0043_combo_20250812_095048,0.9071537
sarsA_apo,Test_858.pdb_idx_0136_combo_20250812_095053,0.92528737
mersA_apo,Test_771.pdb_idx_0092_combo_20250812_095058,0.6402299
sarsA_apo,Test_925.pdb_idx_0051_combo_20250812_095051,0.8657895
mersA_apo,Test_962.pdb_idx_0144_combo_20250812_095110,0.75037706
sarsA_apo,Test_876.pdb_idx_0053_combo_20250812_095059,0.91071427
sarsA_apo,Test_928.pdb_idx_0011_combo_20250812_095105,0.89
sarsA_apo,Test_906.pdb_idx_0153_combo_20250812_095054,0.52678573
