prot,lig,score
mersA_apo,Test_779.pdb_idx_0093_combo_20250812_095011,0.63988477
sarsA_apo,Test_792.pdb_idx_0194_combo_20250812_095010,0.15746309
sarsA_apo,Test_887.pdb_idx_0083_combo_20250812_095011,0.0
sarsA_apo,Test_940.pdb_idx_0014_combo_20250812_095007,0.5410906
mersA_apo,Test_814.pdb_idx_0116_combo_20250812_095014,0.14908537
sarsA_apo,Test_798.pdb_idx_0169_combo_20250812_095010,0.4808862
mersA_apo,Test_781.pdb_idx_0165_combo_20250812_095015,0.80566037
sarsA_apo,Test_849.pdb_idx_0134_combo_20250812_095009,0.6508053
mersA_apo,Test_783.pdb_idx_0178_combo_20250812_095011,0.76694137
mersA_apo,Test_933.pdb_idx_0044_combo_20250812_095013,0.6652031
sarsA_apo,Test_822.pdb_idx_0001_combo_20250812_095007,0.80469716
sarsA_apo,Test_797.pdb_idx_0098_combo_20250812_095009,0.92401963
sarsA_apo,Test_841.pdb_idx_0147_combo_20250812_095009,0.15819597
sarsA_apo,Test_788.pdb_idx_0185_combo_20250812_095010,0.6261062
sarsA_apo,Test_855.pdb_idx_0041_combo_20250812_095007,0.7774791
sarsA_apo,Test_952.pdb_idx_0068_combo_20250812_095008,0.840884
mersA_apo,Test_807.pdb_idx_0020_combo_20250812_095011,0.17824943
sarsA_apo,Test_882.pdb_idx_0086_combo_20250812_095008,0.70211583
mersA_apo,Test_811.pdb_idx_0047_combo_20250812_095013,0.55794704
sarsA_apo,Test_942.pdb_idx_0094_combo_20250812_095009,0.541866
sarsA_apo,Test_901.pdb_idx_0084_combo_20250812_095011,0.009433962
mersA_apo,Test_803.pdb_idx_0095_combo_20250812_095013,0.62068963
sarsA_apo,Test_941.pdb_idx_0074_combo_20250812_095009,0.5403325
mersA_apo,Test_869.pdb_idx_0079_combo_20250812_095013,0.14947172
sarsA_apo,Test_875.pdb_idx_0118_combo_20250812_095009,0.70735127
mersA_apo,Test_871.pdb_idx_0013_combo_20250812_095012,0.745114
sarsA_apo,Test_795.pdb_idx_0146_combo_20250812_095009,0.5044987
mersA_apo,Test_874.pdb_idx_0122_combo_20250812_095014,0.61669785
mersA_apo,Test_932.pdb_idx_0119_combo_20250812_095014,0.7877588
mersA_apo,Test_810.pdb_idx_0088_combo_20250812_095013,0.46960413
sarsA_apo,Test_872.pdb_idx_0140_combo_20250812_095011,1.0
sarsA_apo,Test_895.pdb_idx_0166_combo_20250812_095010,0.8141184
