prot,lig,score
3hmp_protein,3hmp,0.48449612
2pj2_protein,2pj2,0.50733024
4aw5_protein,4aw5,0.24797407
2ov4_protein,2ov4,0.45199743
4pms_protein,4pms,0.20096636
5m9w_protein,5m9w,0.81953126
2c6g_protein,2c6g,0.99743587
1kuk_protein,1kuk,0.7581522
5f8y_protein,5f8y,0.0
2zaz_protein,2zaz,0.6815287
2c6n_protein,2c6n,0.8298797
2ko7_protein,2ko7,0.09764992
4phu_protein,4phu,0.0
4y8c_protein,4y8c,0.7503541
5u00_protein,5u00,0.9528455
1d6w_protein,1d6w,0.63185376
3t3c_protein,3t3c,0.8204633
4no6_protein,4no6,0.5183424
5u4a_protein,5u4a,0.84521663
5hdx_protein,5hdx,0.75356215
1i48_protein,1i48,0.019093504
6fni_protein,6fni,0.4661342
4jfi_protein,4jfi,0.21217713
2w05_protein,2w05,0.65020365
5sz2_protein,5sz2,0.00033783785
4e26_protein,4e26,0.18504901
4bhi_protein,4bhi,0.94625
1vjb_protein,1vjb,0.9412752
1bcu_protein,1bcu,0.93829113
2gyi_protein,2gyi,0.0
3as3_protein,3as3,0.558277
3h85_protein,3h85,0.5818605
4oef_protein,4oef,0.81265986
5jiq_protein,5jiq,0.45451182
1axr_protein,1axr,1.0
1cet_protein,1cet,0.0011709601
5tx5_protein,5tx5,0.8942812
3bbt_protein,3bbt,0.64575
4ax9_protein,4ax9,0.57978725
6c3u_protein,6c3u,0.2979249
4bo7_protein,4bo7,0.0
1tni_protein,1tni,0.50924027
4bqy_protein,4bqy,0.99185824
5ta6_protein,5ta6,0.84707725
4gtm_protein,4gtm,0.33376962
3k54_protein,3k54,0.91451615
4fpf_protein,4fpf,0.9848655
1ysg_protein,1ysg,0.22130738
2xc4_protein,2xc4,0.8042317
4iwd_protein,4iwd,0.7094426
6cvy_protein,6cvy,0.67075235
5izj_protein,5izj,0.39594474
2avv_protein,2avv,0.65816677
1n7m_protein,1n7m,0.24375
5qa5_protein,5qa5,0.86736643
3wq6_protein,3wq6,0.23521698
2yln_protein,2yln,0.7753165
3k83_protein,3k83,0.7953488
3wz6_protein,3wz6,0.26460627
4ufd_protein,4ufd,0.6848014
1q9m_protein,1q9m,0.8163606
4gu6_protein,4gu6,0.45243084
4o0j_protein,4o0j,0.8565252
2hj4_protein,2hj4,0.9918033
5anq_protein,5anq,0.19599392
5i8p_protein,5i8p,0.70571697
3ehn_protein,3ehn,0.0
3v5g_protein,3v5g,0.37606838
3zhx_protein,3zhx,0.6291978
3g0c_protein,3g0c,0.9057971
3tne_protein,3tne,0.46
5faq_protein,5faq,0.80909866
2xyt_protein,2xyt,0.20285524
5aux_protein,5aux,0.2572539
3u2q_protein,3u2q,0.0
4g5y_protein,4g5y,0.9907895
1yt9_protein,1yt9,0.4673913
6hwz_protein,6hwz,0.9646119
2aow_protein,2aow,0.9565476
3kad_protein,3kad,0.8851351
4lts_protein,4lts,0.6236194
4jlh_protein,4jlh,0.89373815
6fyz_protein,6fyz,0.867
2ow9_protein,2ow9,0.046565156
4c4g_protein,4c4g,0.6142284
5eng_protein,5eng,0.69486403
4nkt_protein,4nkt,0.5896291
2ooz_protein,2ooz,0.6947983
1ctt_protein,1ctt,0.9483439
1ogd_protein,1ogd,0.0
5q10_protein,5q10,0.012160778
1cim_protein,1cim,0.9630282
11gs_protein,11gs,0.4012063
4fak_protein,4fak,0.7946787
4o42_protein,4o42,0.024425287
2o2u_protein,2o2u,0.6238095
5t4u_protein,5t4u,0.6371951
2qrl_protein,2qrl,0.0
4nat_protein,4nat,0.77387094
4q1x_protein,4q1x,0.7194005
3r7r_protein,3r7r,0.72091585
1pu7_protein,1pu7,0.5942623
3bys_protein,3bys,0.82109374
2qu2_protein,2qu2,0.96457905
4cu7_protein,4cu7,1.0
3kqs_protein,3kqs,0.9921384
6gdg_protein,6gdg,0.8921296
5wp5_protein,5wp5,0.0
5g5z_protein,5g5z,0.1367052
5bui_protein,5bui,0.9775943
5fqv_protein,5fqv,0.8903453
4nni_protein,4nni,0.0
3bsc_protein,3bsc,0.85366553
2evl_protein,2evl,0.0
4av4_protein,4av4,0.93726766
1i7m_protein,1i7m,0.0
4bny_protein,4bny,0.82940054
5orh_protein,5orh,0.0
4gtt_protein,4gtt,0.66783786
3pp0_protein,3pp0,0.53957075
2r2b_protein,2r2b,0.2613955
6ex1_protein,6ex1,0.7852459
3h8b_protein,3h8b,0.19202335
3umq_protein,3umq,0.00477707
1yw8_protein,1yw8,0.93333334
2c6k_protein,2c6k,0.49127358
3bar_protein,3bar,0.96838665
5csw_protein,5csw,0.94904965
3ozp_protein,3ozp,0.829244
5ei8_protein,5ei8,0.8630221
4g93_protein,4g93,0.0
5mwh_protein,5mwh,0.9642256
4o9w_protein,4o9w,0.77676153
5oxm_protein,5oxm,0.76549053
5op2_protein,5op2,0.31496248
6egs_protein,6egs,0.0
2i3h_protein,2i3h,0.65870786
4op2_protein,4op2,0.9746907
3g5d_protein,3g5d,0.7137009
2f4j_protein,2f4j,0.36546028
1biw_protein,1biw,0.7755102
4b7z_protein,4b7z,0.8756219
4j5e_protein,4j5e,0.90782493
4u0i_protein,4u0i,0.6803188
4f7n_protein,4f7n,0.8787221
4djw_protein,4djw,0.92439026
5qaf_protein,5qaf,0.8022388
3kqm_protein,3kqm,0.618
3wvm_protein,3wvm,0.4901547
2lk1_protein,2lk1,0.0
4yat_protein,4yat,0.6002132
2qhn_protein,2qhn,0.5690789
4nja_protein,4nja,0.14200445
5ke0_protein,5ke0,0.18800293
4g3e_protein,4g3e,0.68472904
4q9z_protein,4q9z,0.20367718
1kwr_protein,1kwr,0.9489664
4q87_protein,4q87,0.38527724
3ivg_protein,3ivg,0.79478747
4n00_protein,4n00,0.87015504
2kdh_protein,2kdh,0.0
2adm_protein,2adm,0.53519666
4f6s_protein,4f6s,0.9859038
1q41_protein,1q41,0.3180212
1iau_protein,1iau,0.60490465
4qtc_protein,4qtc,0.0
3s71_protein,3s71,1.0
6axq_protein,6axq,0.55256724
7prc_protein,7prc,0.9830867
2clh_protein,2clh,0.9260168
2co0_protein,2co0,0.49712342
6e2n_protein,6e2n,0.9551443
5fnf_protein,5fnf,0.6952984
1w5w_protein,1w5w,0.39392892
3elc_protein,3elc,0.8220766
4cwr_protein,4cwr,0.9649493
4rt0_protein,4rt0,0.0007433102
5ehe_protein,5ehe,0.40977442
5dts_protein,5dts,0.4821839
3aav_protein,3aav,0.37789473
4psb_protein,4psb,0.0
4ycn_protein,4ycn,0.80843705
5heb_protein,5heb,0.58363473
1pwq_protein,1pwq,0.57452196
