prot,lig,score
7OKC_VFE_protein,7OKC,0.0
7L03_F9F_protein,7L03,0.9262402
8AJX_FUM_protein,8AJX,0.0
6T88_MWQ_protein,6T88,0.0
7BHX_TO5_protein,7BHX,0.0
7VBU_6I4_protein,7VBU,0.0
5S8I_2LY_protein,5S8I,0.2701049
7MZS_GLA_protein,7MZS,0.004137116
7PRI_7TI_protein,7PRI,0.76121795
8EAD_UY0_protein,8EAD,0.0
7SSM_B7L_protein,7SSM,0.019882862
6ZXQ_IMO_protein,6ZXQ,0.0
7QHL_D5P_protein,7QHL,0.78025675
6ZT2_QPK_protein,6ZT2,0.0
7T3E_SLB_protein,7T3E,0.99308115
7UXS_OJC_protein,7UXS,0.0055428133
7ED2_A3P_protein,7ED2,0.0
7NUT_GLP_protein,7NUT,0.0
6ZC3_JOR_protein,6ZC3,0.0
8DSC_NCA_protein,8DSC,0.0
8EXL_799_protein,8EXL,0.6412815
7RWO_7WN_protein,7RWO,0.012054002
8ERS_WQO_protein,8ERS,0.0
8AEM_LVF_protein,8AEM,0.0
7UAW_MF6_protein,7UAW,0.0
7QPP_VDX_protein,7QPP,0.8802326
8F8E_XJI_protein,8F8E,0.0
7TE8_P0T_protein,7TE8,0.17332383
7L00_XCJ_protein,7L00,0.0
7PGX_FMN_protein,7PGX,0.0
7SZA_DUI_protein,7SZA,0.0
8AY3_OE3_protein,8AY3,0.0
8GFD_ZHR_protein,8GFD,0.06018078
7LB3_XXS_protein,7LB3,0.0
7MRH_ZMJ_protein,7MRH,0.0
7PA4_C_protein,7PA4,0.0
7S45_ACO_protein,7S45,0.0
8EAB_VN2_protein,8EAB,0.0
7NTG_F6R_protein,7NTG,0.0
6ZPB_3D1_protein,6ZPB,0.081505485
7CNS_PMV_protein,7CNS,0.0
7NB4_U6Q_protein,7NB4,0.96434635
7OEO_V9Z_protein,7OEO,0.0
7FHA_ADX_protein,7FHA,0.0
7MWN_WI5_protein,7MWN,0.17378232
7MY1_IPE_protein,7MY1,0.0
7R59_I5F_protein,7R59,0.58388704
7OLT_58J_protein,7OLT,0.0
7OSO_0V1_protein,7OSO,0.0
8BN6_R53_protein,8BN6,0.84059775
7ZZW_KKW_protein,7ZZW,0.0
6X8D_ARA_protein,6X8D,0.0052151238
7OLI_8HG_protein,7OLI,0.0
7W05_GMP_protein,7W05,0.21244395
7O1T_5X8_protein,7O1T,0.0
7JUD_MMA_protein,7JUD,0.0
6YRV_PJ8_protein,6YRV,0.0
7N4W_P4V_protein,7N4W,0.2163503
7OU8_1XI_protein,7OU8,0.4465409
7LCU_XTA_protein,7LCU,0.0
7KQU_YOF_protein,7KQU,0.010978044
6VTA_AKN_protein,6VTA,0.0
7CIJ_G0C_protein,7CIJ,0.0
7JNB_A2G_protein,7JNB,0.0
7T3F_EM0_protein,7T3F,0.23630618
7VYJ_CA0_protein,7VYJ,0.005517604
7QFM_AY3_protein,7QFM,0.24098259
7V43_C4O_protein,7V43,0.0
7RC3_SAH_protein,7RC3,0.0
7L6D_BMF_protein,7L6D,0.0
7XJN_NSD_protein,7XJN,0.8699324
7MAE_XUS_protein,7MAE,0.0
7D9L_GSF_protein,7D9L,0.0
6M73_FNR_protein,6M73,0.0491481
7LMO_NYO_protein,7LMO,0.041640077
7SFO_98L_protein,7SFO,0.2183153
7B0E_C2E_protein,7B0E,0.0
7D5C_GV6_protein,7D5C,0.0
7L7C_XQ1_protein,7L7C,0.9129571
7N03_ZRP_protein,7N03,0.0
7QF4_RBF_protein,7QF4,0.0
7TUO_KL9_protein,7TUO,0.0
8CSD_C5P_protein,8CSD,0.0
7SCW_GSP_protein,7SCW,0.0
7LOE_Y84_protein,7LOE,0.0
8C7Y_TXV_protein,8C7Y,0.6451677
8G43_ZU6_protein,8G43,0.0
8D39_QDB_protein,8D39,0.0
7Z2O_IAJ_protein,7Z2O,0.005807201
7F51_BA7_protein,7F51,0.0
8H0M_2EH_protein,8H0M,0.0
7F8T_FAD_protein,7F8T,0.0
7O0N_CDP_protein,7O0N,0.0
6Z5Z_BDF_protein,6Z5Z,0.0
7BJJ_TVW_protein,7BJJ,0.46778712
7UJ4_OQ4_protein,7UJ4,0.5886127
6YDY_K73_protein,6YDY,0.8827044
7PT3_3KK_protein,7PT3,0.0
7OMX_CNA_protein,7OMX,0.0
7VJT_7IJ_protein,7VJT,0.96079487
7QSW_CAP_protein,7QSW,0.0
7AS1_21G_protein,7AS1,0.0
7XIJ_EJ3_protein,7XIJ,0.62713677
7Q25_8J9_protein,7Q25,0.7322961
7ULC_56B_protein,7ULC,0.0
7LZQ_YJV_protein,7LZQ,0.0
7OKF_VH5_protein,7OKF,0.0
8FV9_80J_protein,8FV9,0.0
7QTA_URI_protein,7QTA,0.0
7NXO_UU8_protein,7NXO,0.07457002
6XG5_TOP_protein,6XG5,0.0
7WCF_ACP_protein,7WCF,0.75213903
7E4L_MDN_protein,7E4L,0.0
8FLN_Y7W_protein,8FLN,0.12588459
7OP9_06K_protein,7OP9,0.0
7SDD_4IP_protein,7SDD,0.0
8AIE_M7L_protein,8AIE,0.0040085516
7TB0_UD1_protein,7TB0,0.0
8DP2_UMA_protein,8DP2,0.0
7BNH_BEZ_protein,7BNH,0.0
7T9O_GEI_protein,7T9O,0.0
7OPG_06N_protein,7OPG,0.24057142
7Q2B_M6H_protein,7Q2B,0.0
8A1H_DLZ_protein,8A1H,0.0
7NP6_UK8_protein,7NP6,0.9371373
7MSR_DCA_protein,7MSR,0.0
7OCB_V88_protein,7OCB,0.32682827
7TBU_S3P_protein,7TBU,0.48296595
7P5T_5YG_protein,7P5T,0.0
7NR6_UO8_protein,7NR6,0.0
7VKZ_NOJ_protein,7VKZ,0.0
7TSF_H4B_protein,7TSF,0.0
7ZXZ_K9R_protein,7ZXZ,0.03862236
7UQ3_O2U_protein,7UQ3,0.9846059
7UAS_MBU_protein,7UAS,0.2346452
7ROU_66I_protein,7ROU,0.0
7SUC_COM_protein,7SUC,0.0
6XCT_478_protein,6XCT,0.23320086
7WDT_NGS_protein,7WDT,0.3444194
7XG5_PLP_protein,7XG5,0.0
7BMI_U4B_protein,7BMI,0.0
7Q19_DSM_protein,7Q19,0.0
8FAV_4Y5_protein,8FAV,0.7677489
7WPW_F15_protein,7WPW,0.5625
7POM_7VZ_protein,7POM,0.38339552
7T0D_FPP_protein,7T0D,0.0
7NGW_UAW_protein,7NGW,0.317889
7KB1_WBJ_protein,7KB1,0.13288437
7MYU_ZR7_protein,7MYU,0.6456093
7WUY_76N_protein,7WUY,0.0
7CL8_TES_protein,7CL8,0.0
7LOU_IFM_protein,7LOU,0.0
7V8Z_5YH_protein,7V8Z,0.0
7JHQ_VAJ_protein,7JHQ,0.49643585
7N6F_0I1_protein,7N6F,0.0
7USH_82V_protein,7USH,0.032124683
7R7R_AWJ_protein,7R7R,0.5621853
7MWU_ZPM_protein,7MWU,0.0
7RSV_7IQ_protein,7RSV,0.76674837
6Z14_Q4Z_protein,6Z14,0.9551282
7OZ9_NGK_protein,7OZ9,0.0
7XEK_9YX_protein,7XEK,0.0033647376
7N4N_0BK_protein,7N4N,0.82151663
8D19_GSH_protein,8D19,0.0
7ZU2_DHT_protein,7ZU2,0.9995629
