prot,lig,score
mersA_apo,Test_779.pdb_idx_0093_combo_20250812_095022,0.62359154
sarsA_apo,Test_792.pdb_idx_0194_combo_20250812_095021,0.7668173
sarsA_apo,Test_887.pdb_idx_0083_combo_20250812_095022,0.9285714
sarsA_apo,Test_940.pdb_idx_0014_combo_20250812_095017,0.8891013
mersA_apo,Test_814.pdb_idx_0116_combo_20250812_095027,0.6407791
sarsA_apo,Test_798.pdb_idx_0169_combo_20250812_095020,0.8338253
mersA_apo,Test_781.pdb_idx_0165_combo_20250812_095023,0.6830011
sarsA_apo,Test_849.pdb_idx_0134_combo_20250812_095019,0.9585635
mersA_apo,Test_783.pdb_idx_0178_combo_20250812_095027,0.8411654
mersA_apo,Test_933.pdb_idx_0044_combo_20250812_095022,0.18933284
sarsA_apo,Test_822.pdb_idx_0001_combo_20250812_095017,0.94285715
sarsA_apo,Test_797.pdb_idx_0098_combo_20250812_095019,0.92401963
sarsA_apo,Test_841.pdb_idx_0147_combo_20250812_095019,0.16332117
sarsA_apo,Test_788.pdb_idx_0185_combo_20250812_095020,0.8572607
sarsA_apo,Test_855.pdb_idx_0041_combo_20250812_095018,0.86082804
sarsA_apo,Test_952.pdb_idx_0068_combo_20250812_095019,0.77237654
mersA_apo,Test_807.pdb_idx_0020_combo_20250812_095021,0.60964036
sarsA_apo,Test_882.pdb_idx_0086_combo_20250812_095019,0.93723553
mersA_apo,Test_811.pdb_idx_0047_combo_20250812_095022,0.39210984
sarsA_apo,Test_942.pdb_idx_0094_combo_20250812_095019,0.7389807
sarsA_apo,Test_901.pdb_idx_0084_combo_20250812_095026,0.73214287
mersA_apo,Test_803.pdb_idx_0095_combo_20250812_095026,0.62068963
sarsA_apo,Test_941.pdb_idx_0074_combo_20250812_095019,0.5869001
mersA_apo,Test_869.pdb_idx_0079_combo_20250812_095026,0.61848575
sarsA_apo,Test_875.pdb_idx_0118_combo_20250812_095019,0.6588428
mersA_apo,Test_871.pdb_idx_0013_combo_20250812_095021,0.7797521
sarsA_apo,Test_795.pdb_idx_0146_combo_20250812_095020,0.69801223
mersA_apo,Test_874.pdb_idx_0122_combo_20250812_095026,0.61669785
mersA_apo,Test_932.pdb_idx_0119_combo_20250812_095022,0.5402832
mersA_apo,Test_810.pdb_idx_0088_combo_20250812_095022,0.27721775
sarsA_apo,Test_872.pdb_idx_0140_combo_20250812_095022,1.0
sarsA_apo,Test_895.pdb_idx_0166_combo_20250812_095020,0.8141184
sarsA_apo,Test_863.pdb_idx_0121_combo_20250812_095019,0.87621653
mersA_apo,Test_948.pdb_idx_0163_combo_20250812_095027,0.82829183
sarsA_apo,Test_808.pdb_idx_0069_combo_20250812_095019,0.9190734
mersA_apo,Test_827.pdb_idx_0128_combo_20250812_095023,0.63423294
sarsA_apo,Test_806.pdb_idx_0039_combo_20250812_095018,0.78769016
sarsA_apo,Test_853.pdb_idx_0143_combo_20250812_095020,0.65373963
mersA_apo,Test_958.pdb_idx_0036_combo_20250812_095022,0.6381923
sarsA_apo,Test_912.pdb_idx_0151_combo_20250812_095020,0.7314815
mersA_apo,Test_870.pdb_idx_0183_combo_20250812_095028,0.9457873
mersA_apo,Test_854.pdb_idx_0078_combo_20250812_095025,0.6896739
mersA_apo,Test_796.pdb_idx_0018_combo_20250812_095021,0.56554306
sarsA_apo,Test_832.pdb_idx_0089_combo_20250812_095019,0.7192882
sarsA_apo,Test_782.pdb_idx_0177_combo_20250812_095020,0.7431394
sarsA_apo,Test_957.pdb_idx_0170_combo_20250812_095020,0.6875
sarsA_apo,Test_945.pdb_idx_0026_combo_20250812_095017,0.8011745
mersA_apo,Test_773.pdb_idx_0077_combo_20250812_095022,0.16507769
sarsA_apo,Test_785.pdb_idx_0010_combo_20250812_095017,0.9073939
mersA_apo,Test_837.pdb_idx_0145_combo_20250812_095027,0.88441557
sarsA_apo,Test_829.pdb_idx_0132_combo_20250812_095027,1.0
mersA_apo,Test_900.pdb_idx_0152_combo_20250812_095027,0.76861703
sarsA_apo,Test_780.pdb_idx_0181_combo_20250812_095027,0.77884614
mersA_apo,Test_856.pdb_idx_0142_combo_20250812_095027,0.72941494
sarsA_apo,Test_793.pdb_idx_0167_combo_20250812_095021,0.80858964
sarsA_apo,Test_789.pdb_idx_0157_combo_20250812_095020,0.16456117
sarsA_apo,Test_956.pdb_idx_0046_combo_20250812_095025,0.9673913
mersA_apo,Test_953.pdb_idx_0100_combo_20250812_095022,0.5192678
mersA_apo,Test_802.pdb_idx_0176_combo_20250812_095023,0.5879902
sarsA_apo,Test_775.pdb_idx_0171_combo_20250812_095020,0.8037037
