prot,lig,score
mersA_apo,Test_779.pdb_idx_0093_combo_20250812_095042,0.6703846
sarsA_apo,Test_792.pdb_idx_0194_combo_20250812_095035,0.6936019
sarsA_apo,Test_887.pdb_idx_0083_combo_20250812_095037,0.9285714
sarsA_apo,Test_940.pdb_idx_0014_combo_20250812_095030,0.88829786
mersA_apo,Test_814.pdb_idx_0116_combo_20250812_095038,0.39698696
sarsA_apo,Test_798.pdb_idx_0169_combo_20250812_095034,0.8996328
mersA_apo,Test_781.pdb_idx_0165_combo_20250812_095044,0.8034591
sarsA_apo,Test_849.pdb_idx_0134_combo_20250812_095033,0.9585635
mersA_apo,Test_783.pdb_idx_0178_combo_20250812_095038,0.80027676
mersA_apo,Test_933.pdb_idx_0044_combo_20250812_095037,0.45040816
sarsA_apo,Test_822.pdb_idx_0001_combo_20250812_095029,0.94285715
sarsA_apo,Test_797.pdb_idx_0098_combo_20250812_095032,0.9422839
sarsA_apo,Test_841.pdb_idx_0147_combo_20250812_095033,0.16332117
sarsA_apo,Test_788.pdb_idx_0185_combo_20250812_095034,0.8572607
sarsA_apo,Test_855.pdb_idx_0041_combo_20250812_095031,0.9316038
sarsA_apo,Test_952.pdb_idx_0068_combo_20250812_095032,0.77237654
mersA_apo,Test_807.pdb_idx_0020_combo_20250812_095040,0.90969455
sarsA_apo,Test_882.pdb_idx_0086_combo_20250812_095032,0.9454993
mersA_apo,Test_811.pdb_idx_0047_combo_20250812_095041,0.39212045
sarsA_apo,Test_942.pdb_idx_0094_combo_20250812_095032,0.7342681
sarsA_apo,Test_901.pdb_idx_0084_combo_20250812_095042,0.9583333
mersA_apo,Test_803.pdb_idx_0095_combo_20250812_095044,0.62068963
sarsA_apo,Test_941.pdb_idx_0074_combo_20250812_095032,0.5869001
mersA_apo,Test_869.pdb_idx_0079_combo_20250812_095042,0.61848575
sarsA_apo,Test_875.pdb_idx_0118_combo_20250812_095033,0.78708136
mersA_apo,Test_871.pdb_idx_0013_combo_20250812_095040,0.8069514
sarsA_apo,Test_795.pdb_idx_0146_combo_20250812_095034,0.69801223
mersA_apo,Test_874.pdb_idx_0122_combo_20250812_095038,0.5367329
mersA_apo,Test_932.pdb_idx_0119_combo_20250812_095043,0.70464724
mersA_apo,Test_810.pdb_idx_0088_combo_20250812_095037,0.3282578
sarsA_apo,Test_872.pdb_idx_0140_combo_20250812_095037,1.0
sarsA_apo,Test_895.pdb_idx_0166_combo_20250812_095034,0.8141184
sarsA_apo,Test_863.pdb_idx_0121_combo_20250812_095033,0.87621653
mersA_apo,Test_948.pdb_idx_0163_combo_20250812_095044,0.8059965
sarsA_apo,Test_808.pdb_idx_0069_combo_20250812_095031,0.9190734
mersA_apo,Test_827.pdb_idx_0128_combo_20250812_095038,0.651751
sarsA_apo,Test_806.pdb_idx_0039_combo_20250812_095030,0.9443199
sarsA_apo,Test_853.pdb_idx_0143_combo_20250812_095034,0.8438196
mersA_apo,Test_958.pdb_idx_0036_combo_20250812_095036,0.6381923
sarsA_apo,Test_912.pdb_idx_0151_combo_20250812_095033,0.9310714
mersA_apo,Test_870.pdb_idx_0183_combo_20250812_095045,0.9457873
mersA_apo,Test_854.pdb_idx_0078_combo_20250812_095036,0.49951783
mersA_apo,Test_796.pdb_idx_0018_combo_20250812_095035,0.55150753
sarsA_apo,Test_832.pdb_idx_0089_combo_20250812_095032,0.7192882
sarsA_apo,Test_782.pdb_idx_0177_combo_20250812_095034,0.7670011
sarsA_apo,Test_957.pdb_idx_0170_combo_20250812_095034,0.7175824
sarsA_apo,Test_945.pdb_idx_0026_combo_20250812_095030,0.99446493
mersA_apo,Test_773.pdb_idx_0077_combo_20250812_095041,0.93415636
sarsA_apo,Test_785.pdb_idx_0010_combo_20250812_095030,0.9073939
mersA_apo,Test_837.pdb_idx_0145_combo_20250812_095038,0.66549295
sarsA_apo,Test_829.pdb_idx_0132_combo_20250812_095044,1.0
mersA_apo,Test_900.pdb_idx_0152_combo_20250812_095038,0.45235804
sarsA_apo,Test_780.pdb_idx_0181_combo_20250812_095038,1.0
mersA_apo,Test_856.pdb_idx_0142_combo_20250812_095044,0.78494316
sarsA_apo,Test_793.pdb_idx_0167_combo_20250812_095034,0.8075153
sarsA_apo,Test_789.pdb_idx_0157_combo_20250812_095034,0.9221039
sarsA_apo,Test_956.pdb_idx_0046_combo_20250812_095035,0.95652175
mersA_apo,Test_953.pdb_idx_0100_combo_20250812_095037,0.5192678
mersA_apo,Test_802.pdb_idx_0176_combo_20250812_095045,0.8471875
sarsA_apo,Test_775.pdb_idx_0171_combo_20250812_095034,0.7856405
sarsA_apo,Test_950.pdb_idx_0101_combo_20250812_095032,0.941609
sarsA_apo,Test_923.pdb_idx_0090_combo_20250812_095032,0.78118503
